company,metric_id,status,source_class,has_numeric_value,has_evidence,needs_text_extraction,needs_review,reason
JPMorgan Chase,C01,8K_ITEM_OK,8K_ITEM,1,1,0,0,CEO/CFO or director/officer event.
JPMorgan Chase,C02,TEXT_QUAL,DEF14A,0,1,0,0,Textual board evidence captured; structured counts need review.
JPMorgan Chase,C03,DEF14A_OK,DEF14A,1,1,0,0,Selected ecd:PeoTotalCompAmt; duplicate contexts retained in evidence.
JPMorgan Chase,C04,DIM_XBRL_OK,DIM_XBRL,1,1,0,0,auditor unchanged; current_accession=0001628280-26-008131; prior_accession=0000019617-25-000270; manual confirmation required when changed.
JPMorgan Chase,D01,TEXT_QUAL,TEXT,0,1,0,0,Risk factor heading or theme evidence.
JPMorgan Chase,D02,TEXT_QUAL,TEXT,0,1,0,0,Legal proceedings or litigation text evidence.
JPMorgan Chase,D03,TEXT_QUAL,TEXT,0,1,0,0,Keyword scan across risk/legal text.
JPMorgan Chase,D04,TEXT_QUAL,TEXT,0,1,0,0,No going-concern doubt phrase found in 10-K text.
JPMorgan Chase,E01,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no M&A item rule matched.
JPMorgan Chase,E02,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: No Item 1.03 in FY-window 8-K; zero is normal.
JPMorgan Chase,E03,8K_ITEM_OK,8K_ITEM,1,1,0,0,Leadership event.
JPMorgan Chase,E04,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no item 4.02 found.
JPMorgan Chase,E05,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no item 1.01 found.
Salesforce,B01,OK,STD_XBRL,1,1,0,0,Revenue candidate chain from metric definition.
Salesforce,B02,OK,DERIVED,1,1,0,0,Same revenue candidate chain YoY pair after continuity checks.
Salesforce,B03,OK,DERIVED,1,1,0,0,Direct OperatingIncomeLoss selected. Direct D&A concept selected. GAAP EBITDA proxy; impairment is not added back.
Salesforce,B04,OK,STD_XBRL,1,1,0,0,Net income candidate chain from metric definition.
Salesforce,B05,OK,DERIVED,1,1,0,0,Capex chain allows PaymentsToAcquireProductiveAssets.
Salesforce,B06,OK,DERIVED,1,1,0,0,Consolidated entity-level debt/equity; Tier 2 same-family current/noncurrent debt pair selected. Captive-finance dimensions are reviewed after accession instance parsing.
Salesforce,B07,OK,DERIVED,1,1,0,0,Operating income divided by interest expense.
Salesforce,B08,OK,DERIVED,1,1,0,0,Financial-institution profiles handle current ratio as structural N/A.
Salesforce,B09,OK,STD_XBRL,1,1,0,0,Cash and cash equivalents only; short-term investments not merged.
Salesforce,B12,DIM_XBRL_OK,DIM_XBRL,1,1,0,0,RPO != ARR; cRPO != ARR. Selected accession instance fact.
Salesforce,C01,8K_ITEM_OK,8K_ITEM,1,1,0,0,CEO/CFO or director/officer event.
Salesforce,C02,TEXT_QUAL,DEF14A,0,1,0,0,Textual board evidence captured; structured counts need review.
Salesforce,C03,DEF14A_OK,DEF14A,1,1,0,0,Selected ecd:PeoTotalCompAmt; duplicate contexts retained in evidence.
Salesforce,C04,DIM_XBRL_OK,DIM_XBRL,1,1,0,0,auditor unchanged; current_accession=0001108524-26-000060; prior_accession=0001108524-25-000006; manual confirmation required when changed.
Salesforce,D01,TEXT_QUAL,TEXT,0,1,0,0,Risk factor heading or theme evidence.
Salesforce,D02,TEXT_QUAL,TEXT,0,1,0,0,Legal proceedings or litigation text evidence.
Salesforce,D03,TEXT_QUAL,TEXT,0,1,0,0,Keyword scan across risk/legal text.
Salesforce,D04,TEXT_QUAL,TEXT,0,1,0,0,No going-concern doubt phrase found in 10-K text.
Salesforce,E01,8K_ITEM_OK,8K_ITEM,1,1,0,0,M&A candidate from item mapping and keyword rule.
Salesforce,E02,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: No Item 1.03 in FY-window 8-K; zero is normal.
Salesforce,E03,8K_ITEM_OK,8K_ITEM,1,1,0,0,Leadership event.
Salesforce,E04,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no item 4.02 found.
Salesforce,E05,8K_ITEM_OK,8K_ITEM,1,1,0,0,Material agreement event.
Lumen Technologies,B01,OK,STD_XBRL,1,1,0,0,Revenue candidate chain from metric definition.
Lumen Technologies,B02,OK,DERIVED,1,1,0,0,Same revenue candidate chain YoY pair after continuity checks.
Lumen Technologies,B03,OK,DERIVED,1,1,0,0,Direct OperatingIncomeLoss selected. Direct D&A concept selected. GAAP EBITDA proxy; impairment is not added back.
Lumen Technologies,B04,OK,STD_XBRL,1,1,0,0,Net income candidate chain from metric definition.
Lumen Technologies,B05,OK,DERIVED,1,1,0,0,Capex chain allows PaymentsToAcquireProductiveAssets.
Lumen Technologies,B06,NOT_MEANINGFUL,NOT_AVAILABLE,0,1,0,0,Equity is negative; debt/equity ratio is not economically meaningful. Total debt candidate=17441000000. Tier 1 direct total debt selected; no adders applied.
Lumen Technologies,B07,NOT_MEANINGFUL,NOT_AVAILABLE,0,1,0,0,Operating income is non-positive.
Lumen Technologies,B08,OK,DERIVED,1,1,0,0,Financial-institution profiles handle current ratio as structural N/A.
Lumen Technologies,B09,OK,STD_XBRL,1,1,0,0,Cash and cash equivalents only; short-term investments not merged.
Lumen Technologies,C01,8K_ITEM_OK,8K_ITEM,1,1,0,0,CEO/CFO or director/officer event.
Lumen Technologies,C02,TEXT_QUAL,DEF14A,0,1,0,0,Textual board evidence captured; structured counts need review.
Lumen Technologies,C03,DEF14A_OK,DEF14A,1,1,0,0,Selected ecd:PeoTotalCompAmt; duplicate contexts retained in evidence.
Lumen Technologies,C04,DIM_XBRL_OK,DIM_XBRL,1,1,0,0,auditor unchanged; current_accession=0000018926-26-000014; prior_accession=0000018926-25-000010; manual confirmation required when changed.
Lumen Technologies,D01,TEXT_QUAL,TEXT,0,1,0,0,Risk factor heading or theme evidence.
Lumen Technologies,D02,TEXT_QUAL,TEXT,0,1,0,0,Legal proceedings or litigation text evidence.
Lumen Technologies,D03,TEXT_QUAL,TEXT,0,1,0,0,Keyword scan across risk/legal text.
Lumen Technologies,D04,TEXT_QUAL,TEXT,0,1,0,0,No going-concern doubt phrase found in 10-K text.
Lumen Technologies,E01,8K_ITEM_OK,8K_ITEM,1,1,0,0,M&A candidate from item mapping and keyword rule.
Lumen Technologies,E02,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: No Item 1.03 in FY-window 8-K; zero is normal.
Lumen Technologies,E03,8K_ITEM_OK,8K_ITEM,1,1,0,0,Leadership event.
Lumen Technologies,E04,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no item 4.02 found.
Lumen Technologies,E05,8K_ITEM_OK,8K_ITEM,1,1,0,0,Material agreement event.
Macy's,B01,OK,STD_XBRL,1,1,0,0,Revenue candidate chain from metric definition.
Macy's,B02,OK,DERIVED,1,1,0,0,Same revenue candidate chain YoY pair after continuity checks.
Macy's,B03,OK,DERIVED,1,1,0,0,Direct OperatingIncomeLoss selected. Direct D&A concept selected. GAAP EBITDA proxy; impairment is not added back.
Macy's,B04,OK,STD_XBRL,1,1,0,0,Net income candidate chain from metric definition.
Macy's,B05,OK,DERIVED,1,1,0,0,Capex chain allows PaymentsToAcquireProductiveAssets.
Macy's,B06,OK,DERIVED,1,1,0,0,Consolidated entity-level debt/equity; Standalone LongTermDebtAndCapitalLeaseObligations used only after Tier 1 and complete same-family pairs were unavailable. Captive-finance dimensions are reviewed after accession instance parsing.
Macy's,B07,OK,DERIVED,1,1,0,0,Operating income divided by interest expense.
Macy's,B08,OK,DERIVED,1,1,0,0,Financial-institution profiles handle current ratio as structural N/A.
Macy's,B09,OK,STD_XBRL,1,1,0,0,Cash and cash equivalents only; short-term investments not merged.
Macy's,C01,8K_ITEM_OK,8K_ITEM,1,1,0,0,CEO/CFO or director/officer event.
Macy's,C02,TEXT_QUAL,DEF14A,0,1,0,0,Textual board evidence captured; structured counts need review.
Macy's,C03,DEF14A_OK,DEF14A,1,1,0,0,Selected ecd:PeoTotalCompAmt; duplicate contexts retained in evidence.
Macy's,C04,DIM_XBRL_OK,DIM_XBRL,1,1,0,0,auditor unchanged; current_accession=0001628280-26-021721; prior_accession=0001628280-25-014315; manual confirmation required when changed.
Macy's,D01,TEXT_QUAL,TEXT,0,1,0,0,Risk factor heading or theme evidence.
Macy's,D02,TEXT_QUAL,TEXT,0,1,0,0,Legal proceedings or litigation text evidence.
Macy's,D03,TEXT_QUAL,TEXT,0,1,0,0,Keyword scan across risk/legal text.
Macy's,D04,TEXT_QUAL,TEXT,0,1,0,0,No going-concern doubt phrase found in 10-K text.
Macy's,E01,8K_ITEM_OK,8K_ITEM,1,1,0,0,M&A candidate from item mapping and keyword rule.
Macy's,E02,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: No Item 1.03 in FY-window 8-K; zero is normal.
Macy's,E03,8K_ITEM_OK,8K_ITEM,1,1,0,0,Leadership event.
Macy's,E04,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no item 4.02 found.
Macy's,E05,8K_ITEM_OK,8K_ITEM,1,1,0,0,Material agreement event.
Paramount Skydance / Paramount Global,B01,NOT_MEANINGFUL,NOT_AVAILABLE,0,0,0,0,successor stub period 2025-08-08 to 2025-12-31; annual metric not comparable.
Paramount Skydance / Paramount Global,B02,NOT_MEANINGFUL,NOT_AVAILABLE,0,0,0,0,successor stub period 2025-08-08 to 2025-12-31; annual metric not comparable.
Paramount Skydance / Paramount Global,B03,NOT_MEANINGFUL,NOT_AVAILABLE,0,0,0,0,successor stub period 2025-08-08 to 2025-12-31; annual metric not comparable.
Paramount Skydance / Paramount Global,B04,NOT_MEANINGFUL,NOT_AVAILABLE,0,0,0,0,successor stub period 2025-08-08 to 2025-12-31; annual metric not comparable.
Paramount Skydance / Paramount Global,B05,NOT_MEANINGFUL,NOT_AVAILABLE,0,0,0,0,successor stub period 2025-08-08 to 2025-12-31; annual metric not comparable.
Paramount Skydance / Paramount Global,B06,OK,DERIVED,1,1,0,0,"Consolidated entity-level debt/equity; Tier 1 direct total debt selected; no adders applied. Captive-finance dimensions are reviewed after accession instance parsing. successor balance sheet point-in-time, not annualized period metric."
Paramount Skydance / Paramount Global,B07,NOT_MEANINGFUL,NOT_AVAILABLE,0,0,0,0,successor stub period 2025-08-08 to 2025-12-31; annual metric not comparable.
Paramount Skydance / Paramount Global,B08,OK,DERIVED,1,1,0,0,Financial-institution profiles handle current ratio as structural N/A.
Paramount Skydance / Paramount Global,B09,OK,STD_XBRL,1,1,0,0,Cash and cash equivalents only; short-term investments not merged.
Paramount Skydance / Paramount Global,C01,8K_ITEM_OK,8K_ITEM,1,1,0,0,CEO/CFO or director/officer event.
Paramount Skydance / Paramount Global,C02,TEXT_QUAL,DEF14A,0,1,0,0,Textual board evidence captured; structured counts need review.
Paramount Skydance / Paramount Global,C03,NOT_EXTRACTED,DEF14A,0,0,1,0,本轮没抽到: No numeric ecd:PeoTotalCompAmt fact matched target fiscal year; C03 degraded from previous ecd_fact_count.
Paramount Skydance / Paramount Global,C04,NEEDS_REVIEW,DIM_XBRL,0,1,1,1,"需复核: current auditor read from dei:AuditorName, but prior 10-K has missing or blank AuditorName (prior_10k inventory row)."
Paramount Skydance / Paramount Global,D01,TEXT_QUAL,TEXT,0,1,0,0,Risk factor heading or theme evidence.
Paramount Skydance / Paramount Global,D02,TEXT_QUAL,TEXT,0,1,0,0,Legal proceedings or litigation text evidence.
Paramount Skydance / Paramount Global,D03,TEXT_QUAL,TEXT,0,1,0,0,Keyword scan across risk/legal text.
Paramount Skydance / Paramount Global,D04,TEXT_QUAL,TEXT,0,1,0,0,No going-concern doubt phrase found in 10-K text.
Paramount Skydance / Paramount Global,E01,8K_ITEM_OK,8K_ITEM,1,1,0,0,M&A candidate from item mapping and keyword rule.
Paramount Skydance / Paramount Global,E02,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: No Item 1.03 in FY-window 8-K; zero is normal.
Paramount Skydance / Paramount Global,E03,8K_ITEM_OK,8K_ITEM,1,1,0,0,Leadership event.
Paramount Skydance / Paramount Global,E04,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no item 4.02 found.
Paramount Skydance / Paramount Global,E05,8K_ITEM_OK,8K_ITEM,1,1,0,0,Material agreement event.
Enphase Energy,B01,OK,STD_XBRL,1,1,0,0,Revenue candidate chain from metric definition.
Enphase Energy,B02,OK,DERIVED,1,1,0,0,Same revenue candidate chain YoY pair after continuity checks.
Enphase Energy,B03,OK,DERIVED,1,1,0,0,Direct OperatingIncomeLoss selected. Direct D&A concept selected. GAAP EBITDA proxy; impairment is not added back.
Enphase Energy,B04,OK,STD_XBRL,1,1,0,0,Net income candidate chain from metric definition.
Enphase Energy,B05,OK,DERIVED,1,1,0,0,Capex chain allows PaymentsToAcquireProductiveAssets.
Enphase Energy,B06,OK,DERIVED,1,1,0,0,Consolidated entity-level debt/equity; Tier 2 same-family current/noncurrent debt pair selected. Captive-finance dimensions are reviewed after accession instance parsing.
Enphase Energy,B07,OK,DERIVED,1,1,0,0,Operating income divided by interest expense.
Enphase Energy,B08,OK,DERIVED,1,1,0,0,Financial-institution profiles handle current ratio as structural N/A.
Enphase Energy,B09,OK,STD_XBRL,1,1,0,0,Cash and cash equivalents only; short-term investments not merged.
Enphase Energy,B13,TEXT_QUAL,TEXT,0,1,0,0,Only qualitative capacity evidence is used unless a ratio appears.
Enphase Energy,C01,8K_ITEM_OK,8K_ITEM,1,1,0,0,CEO/CFO or director/officer event.
Enphase Energy,C02,TEXT_QUAL,DEF14A,0,1,0,0,Textual board evidence captured; structured counts need review.
Enphase Energy,C03,DEF14A_OK,DEF14A,1,1,0,0,Selected ecd:PeoTotalCompAmt; duplicate contexts retained in evidence.
Enphase Energy,C04,DIM_XBRL_OK,DIM_XBRL,1,1,0,0,auditor unchanged; current_accession=0001463101-26-000013; prior_accession=0001463101-25-000024; manual confirmation required when changed.
Enphase Energy,D01,TEXT_QUAL,TEXT,0,1,0,0,Risk factor heading or theme evidence.
Enphase Energy,D02,TEXT_QUAL,TEXT,0,1,0,0,Legal proceedings or litigation text evidence.
Enphase Energy,D03,TEXT_QUAL,TEXT,0,1,0,0,Keyword scan across risk/legal text.
Enphase Energy,D04,TEXT_QUAL,TEXT,0,1,0,0,No going-concern doubt phrase found in 10-K text.
Enphase Energy,E01,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no M&A item rule matched.
Enphase Energy,E02,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: No Item 1.03 in FY-window 8-K; zero is normal.
Enphase Energy,E03,8K_ITEM_OK,8K_ITEM,1,1,0,0,Leadership event.
Enphase Energy,E04,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no item 4.02 found.
Enphase Energy,E05,NOT_AVAILABLE_SEC,8K_ITEM,1,1,0,0,SEC 未披露: FY-window 8-K scanned; no item 1.01 found.
